-679.518677	-2297.976318	82.031250
-676.098389	-2201.381104	82.031250
-670.050720	-2121.814209	82.031250
-666.702271	-2062.058105	82.031250
-667.610352	-1913.026978	82.031250
-672.167847	-1776.829346	82.031250
-673.590271	-1676.118774	82.031250
-671.237976	-1545.799316	82.031250
-667.321777	-1421.436401	82.031250
-665.274109	-1314.810669	82.031250
-665.680359	-1208.163208	82.031250
-667.071472	-1101.522461	82.031250
-668.430054	-988.955872	82.031250
-668.905151	-900.083618	82.031250
-667.541077	-817.149170	82.031250
-663.739929	-716.497742	82.031250
-660.071167	-621.769531	82.031250
-657.713562	-532.926697	82.031250
-655.801575	-432.220093	89.031250
-654.738708	-367.053802	121.031250
-653.765320	-303.935303	137.031250
-652.791687	-239.640869	137.031250
-651.107849	-124.068481	137.031250
-649.649353	-23.354061	137.031250
-647.935974	95.133522	137.031250
-646.223328	213.621078	137.031250
-622.123413	319.911499	137.031250
-522.427734	352.811523	137.031250
-439.605072	274.310730	137.031250
-512.803467	261.120758	137.031250
-565.015625	65.275200	137.031250
-566.497009	-47.196243	137.031250
-581.247070	-194.543503	137.031250
-579.984863	-335.545898	137.031250
-499.331940	-367.606812	137.031250
-599.811218	-478.739105	137.031250
-541.544495	-534.278259	137.031250
-482.285187	-573.302063	137.031250
-514.953003	-651.069946	137.031250
-569.860901	-715.299561	137.031250
-478.163666	-710.783447	137.031250
-409.865631	-730.147461	137.031250
-312.993439	-729.869080	137.031250
-216.269501	-724.226685	105.031250
-136.716080	-717.959900	84.818474
-57.683388	-716.373230	85.511765
-65.584198	-798.420593	83.664078
-140.414337	-824.636658	82.293503
-245.728378	-865.672546	81.182823
-314.362274	-817.054688	83.926331
-397.364014	-794.558167	85.524513
-483.816467	-834.884766	85.566521
-553.792725	-897.621216	83.594925
-597.044678	-982.404480	82.313240
-587.877563	-1111.796143	81.591026
-583.151550	-1348.255493	81.034393
-603.731201	-1469.047119	81.034393
-615.651062	-1514.121704	83.895477
-588.216064	-1598.450806	81.031288
-581.977417	-1786.166992	81.031288
-588.028259	-1951.900391	81.031288
-583.672180	-2111.804932	81.814453
