-5152.462891	-622.366760	361.420990
-5218.842285	-1582.811768	427.188049
-4322.947266	-1565.866089	379.972321
-3232.756592	-1425.974121	353.014862
-3308.474121	-567.314758	352.026031
-2951.823242	304.660980	375.438385
-3170.750488	841.212708	384.387390
-2673.287354	1073.722534	400.105804
-4063.930176	629.062561	379.492523
-4883.245605	652.682495	389.573181
-5710.913086	629.857971	326.997223
-6182.212402	-1580.061401	353.445801
-3782.866211	-1318.243164	-37.968750
-4173.551270	-506.390839	16.067343
-4234.275879	-359.471008	197.031250
-4907.127441	-602.127319	269.031250
-4917.494629	-125.613663	269.031250
-4443.366211	-505.730988	269.031250
-4375.909180	382.353943	368.367554
-2951.787598	276.523285	144.968750
-3047.336182	275.403107	144.968750
-3052.175537	468.936462	144.968750
-2932.612305	451.107941	144.968750
-5939.082031	-2053.380859	395.893188
-3317.582275	-1764.611938	549.815063
-3455.104980	1300.442993	376.712372
-4145.824707	1329.658325	396.169312
-4966.079102	1392.322388	415.313202
-2773.210449	1312.029175	376.079102
-5646.628418	-407.611938	371.093964
-6206.779297	-387.256195	260.695679
-5827.508301	-2137.075195	163.968750
-3997.210205	-1940.233276	292.040070
-3124.176758	-2114.396240	307.862793
-3333.425293	60.899632	245.751556
